id,label
271,2
272,1
273,4
274,4
275,1
276,4
277,1
278,4
279,4
280,1
281,2
282,4
283,4
284,3
285,0
286,2
287,0
288,3
289,0
290,3
291,3
292,4
293,4
294,2
295,4
296,2
297,0
298,4
299,4
300,4
301,4
302,1
303,4
304,4
305,1
306,1
307,1
308,3
309,2
310,3
311,3
312,2
313,2
314,0
315,4
316,0
317,3
318,0
319,2
320,4
321,1
322,2
323,3
324,2
325,0
326,3
327,4
328,3
329,0
330,4
331,2
332,3
333,4
334,1
335,0
336,1
337,0
338,0
339,4
340,2
341,1
342,2
343,4
344,2
345,0
346,2
347,3
348,0
349,3
350,3
351,2
352,2
353,0
354,4
355,0
356,0
357,0
358,1
359,2
360,1
361,2
362,1
363,3
364,3
365,4
366,0
367,3
368,4
369,2
370,3
371,4
372,4
373,4
374,1
375,2
376,1
377,1
378,0
379,2
380,2
381,3
382,3
383,3
384,0
385,0
386,4
387,1
388,1
389,1
390,2
391,0
392,2
393,4
394,2
395,0
396,0
397,3
398,3
399,1
400,2
401,2
402,4
403,3
404,4
405,2
406,4
407,2
408,1
409,2
410,2
411,2
412,2
413,3
414,2
415,3
416,1
417,1
418,2
419,1
420,2
421,2
422,1
423,2
424,3
425,1
426,2
427,2
428,0
429,2
430,2
431,0
432,0
433,0
434,0
435,0
436,1
437,3
438,2
439,3
440,3
441,3
442,2
443,3
444,3
445,0
446,3
447,3
448,4
449,4
450,2
451,1
452,3
453,3
454,3
455,3
456,3
457,2
458,4
459,1
460,0
461,1
462,0
463,3
464,3
465,0
466,2
467,2
468,0
469,4
470,4
471,2
472,4
473,0
474,4
475,4
476,3
477,2
478,2
479,1
480,0
481,3
482,1
483,3
484,4
485,3
486,2
487,1
488,2
489,2
490,3
491,2
492,2
493,2
494,2
495,3
496,2
497,2
498,1
499,3
500,3
501,0
502,1
503,2
504,1
505,4
506,0
507,0
508,0
509,3
510,0
511,0
512,0
513,1
514,0
515,4
516,2
517,0
518,2
519,2
520,3
521,3
522,3
523,0
524,4
525,4
526,3
527,3
528,3
529,2
530,0
531,4
532,3
533,3
534,0
535,0
536,2
537,3
538,4
539,3
540,1
541,4
542,2
543,4
544,4
545,3
546,4
547,1
548,4
549,4
550,3
551,2
552,3
553,0
554,0
555,2
556,2
557,4
558,1
559,2
560,4
561,4
562,2
563,1
564,4
565,2
566,3
567,3
568,3
569,1
570,4
571,2
572,1
573,4
574,1
575,2
576,4
577,2
578,4
579,2
580,2
581,2
582,2
583,0
584,2
585,2
586,1
587,0
588,0
589,2
590,4
591,2
592,2
593,0
594,3
595,2
596,2
597,3
598,3
599,3
600,4
601,3
602,2
603,1
604,3
605,0
606,0
607,2
608,2
609,2
610,2
611,3
612,4
613,2
614,3
615,2
616,3
617,3
618,0
619,4
620,1
621,1
622,3
623,2
624,0
625,2
626,4
627,0
628,2
629,0
630,1
631,0
632,4
633,4
634,3
635,4
636,1
637,1
638,3
639,0
640,2
641,3
642,4
643,1
644,4
645,1
646,3
647,0
648,4
649,0
650,2
651,4
652,0
653,4
654,0
655,1
656,1
657,1
658,4
659,0
660,2
661,4
662,2
663,3
664,1
665,1
666,1
667,1
668,3
669,2
670,4
671,2
672,2
673,2
674,3
675,2
676,2
677,2
678,2
679,0
680,0
681,0
682,3
683,0
684,4
685,0
686,3
687,3
688,2
689,2
690,1
691,2
692,3
693,4
694,2
695,0
696,0
697,2
698,0
699,3
700,1
701,3
702,4
703,2
704,2
705,2
706,1
707,0
708,4
709,2
710,4
711,4
712,3
713,1
714,1
715,1
716,3
717,1
718,1
719,1
720,4
721,0
722,0
723,3
724,3
725,1
726,3
727,2
728,2
729,0
730,1
731,0
732,3
733,0
734,2
735,3
736,0
737,2
738,1
739,1
740,0
741,1
742,0
743,0
744,3
745,0
746,0
747,2
748,3
749,0
750,2
751,3
752,0
753,0
754,1
755,0
756,1
757,1
758,4
759,3
760,0
761,0
762,0
763,1
764,1
765,4
766,4
767,3
768,2
769,1
770,1
771,3
772,3
773,4
774,2
775,1
776,0
777,2
778,0
779,0
780,1
781,3
782,3
783,2
784,2
785,2
786,3
787,4
788,3
789,2
790,0
791,3
792,2
793,3
794,1
795,0
796,0
797,3
798,4
799,0
800,0
801,3
802,2
803,3
804,0
805,0
806,0
807,3
808,3
809,3
810,3
811,0
812,2
813,0
814,0
815,4
816,1
817,3
818,4
819,1
820,0
821,0
822,1
823,0
824,3
825,0
826,1
827,0
828,2
829,0
830,1
831,2
832,0
833,0
834,3
835,4
836,0
837,0
838,1
839,1
840,1
841,1
842,1
843,2
844,4
845,2
846,2
847,0
848,3
849,3
850,2
851,4
852,4
853,2
854,2
855,3
856,3
857,4
858,3
859,2
860,0
861,0
862,0
863,2
864,3
865,3
866,0
867,0
868,0
869,0
870,0
871,4
872,1
873,0
874,1
875,3
876,1
877,2
878,3
879,0
880,0
881,4
882,0
883,3
884,2
885,3
886,0
887,2
888,2
889,0
890,2
891,1
892,3
893,0
894,4
895,0
896,3
897,2
898,3
899,1
900,4
901,2
902,3
903,4
904,4
905,0
906,4
907,0
908,2
909,2
910,0
911,0
912,3
913,0
914,2
915,1
916,2
917,1
918,4
919,2
920,4
921,2
922,1
923,0
924,0
925,0
926,0
927,0
928,4
929,2
930,2
931,0
932,0
933,2
934,2
935,4
936,2
937,4
938,2
939,0
940,4
941,2
942,3
943,4
944,2
945,2
946,0
947,1
948,0
949,2
950,2
951,1
952,0
953,3
954,2
955,2
956,3
957,3
958,2
959,3
960,2
961,4
962,4
963,3
964,3
965,1
966,0
967,3
968,3
969,2
970,2
971,4
972,0
973,0
974,4
975,1
976,2
977,1
978,3
979,2
980,3
981,3
982,3
983,1
984,1
985,4
986,1
987,1
988,1
989,1
990,4
991,4
992,1
993,0
994,0
995,1
996,3
997,2
998,2
999,3
1000,1
1001,1
1002,3
1003,2
1004,4
1005,4
1006,4
1007,2
1008,1
1009,4
1010,4
1011,3
1012,3
1013,0
1014,0
1015,0
1016,4
1017,2
1018,1
1019,4
1020,4
1021,0
1022,3
1023,0
1024,3
1025,0
1026,3
1027,3
1028,3
1029,2
1030,4
1031,2
1032,1
1033,0
1034,0
1035,0
1036,3
1037,0
1038,2
1039,3
1040,2
1041,0
1042,2
1043,2
1044,3
1045,2
1046,2
1047,2
1048,1
1049,2
1050,2
1051,2
1052,3
1053,0
1054,0
1055,1
1056,1
1057,2
1058,0
1059,1
1060,4
1061,0
1062,1
1063,0
1064,3
1065,2
1066,3
1067,4
1068,2
1069,3
1070,1
1071,1
1072,4
1073,0
1074,2
1075,1
1076,2
1077,1
1078,2
1079,0
1080,2
1081,2
1082,2
1083,2
1084,2
1085,1
1086,0
1087,1
1088,0
1089,1
1090,1
1091,2
1092,3
1093,2
1094,3
1095,0
1096,2
1097,1
1098,2
1099,2
1100,2
1101,3
1102,3
1103,4
1104,0
1105,2
1106,4
1107,1
1108,1
1109,2
1110,0
1111,3
1112,2
1113,2
1114,4
1115,2
1116,4
1117,2
1118,1
1119,2
1120,0
1121,2
1122,2
1123,1
1124,2
1125,4
1126,3
1127,3
1128,1
1129,3
1130,3
1131,1
1132,1
1133,0
1134,4
1135,2
1136,4
1137,3
1138,2
1139,4
1140,2
1141,2
1142,3
1143,0
1144,3
1145,1
1146,2
1147,3
1148,2
1149,0
1150,0
1151,2
1152,2
1153,0
1154,1
1155,4
1156,2
1157,2
1158,0
1159,1
1160,3
1161,0
1162,0
1163,0
1164,0
1165,1
1166,1
1167,3
1168,1
1169,4
1170,1
1171,3
1172,3
1173,2
1174,4
1175,1
1176,4
1177,4
1178,0
1179,1
1180,3
1181,0
1182,4
1183,2
1184,1
1185,3
1186,1
1187,4
1188,1
1189,1
1190,0
1191,4
1192,4
1193,4
1194,3
1195,1
1196,2
1197,2
1198,3
1199,4
1200,4
1201,3
1202,1
1203,0
1204,2
1205,2
1206,4
1207,2
1208,2
1209,0
1210,3
1211,4
1212,2
1213,1
1214,2
1215,3
1216,2
1217,1
1218,3
1219,3
1220,2
1221,1
1222,4
1223,2
1224,4
1225,1
1226,4
1227,4
1228,1
1229,1
1230,1
1231,3
1232,3
1233,4
1234,4
1235,0
1236,0
1237,4
1238,0
1239,3
1240,3
1241,3
1242,4
1243,3
1244,4
1245,3
1246,4
1247,3
1248,4
1249,4
1250,0
1251,0
1252,2
1253,4
1254,0
1255,4
1256,4
1257,0
1258,1
1259,2
1260,3
1261,4
1262,0
1263,1
1264,2
1265,4
1266,4
1267,3
1268,3
1269,3
1270,0
1271,0
1272,0
1273,0
1274,3
1275,2
1276,2
1277,1
1278,2
1279,4
1280,4
1281,1
1282,0
1283,0
1284,3
1285,2
1286,4
1287,0
1288,2
1289,3
1290,1
1291,1
1292,0
1293,4
1294,1
1295,4
1296,2
1297,1
1298,2
1299,1
1300,3
1301,3
1302,4
1303,2
1304,0
1305,0
1306,3
1307,2
1308,3
1309,0
1310,0
1311,2
1312,1
1313,2
1314,2
1315,2
1316,0
1317,0
1318,0
1319,1
1320,3
1321,0
1322,2
1323,0
1324,0
1325,2
1326,3
1327,2
1328,2
1329,4
1330,4
1331,1
1332,0
1333,2
1334,2
1335,2
1336,2
1337,1
1338,1
1339,0
1340,0
1341,2
1342,2
1343,4
1344,4
1345,4
1346,0
1347,0
1348,0
1349,0
1350,4
1351,0
1352,0
1353,4
1354,2
1355,0
1356,1
1357,3
1358,0
1359,4
1360,1
1361,1
1362,4
1363,1
1364,2
1365,0
1366,3
1367,3
1368,4
1369,3
1370,0
1371,3
1372,0
1373,2
1374,3
1375,4
1376,2
1377,0
1378,4
1379,0
1380,2
1381,0
1382,1
1383,4
1384,3
1385,3
1386,2
1387,4
1388,3
1389,0
1390,2
1391,0
1392,3
1393,4
1394,3
1395,0
1396,2
1397,0
1398,4
1399,2
1400,4
1401,2
1402,2
1403,4
1404,1
1405,2
1406,4
1407,1
1408,4
1409,2
1410,3
1411,3
1412,2
1413,1
1414,1
1415,0
1416,3
1417,4
1418,2
1419,4
1420,1
1421,3
1422,4
1423,2
1424,3
1425,0
1426,1
1427,4
1428,4
1429,1
1430,0
1431,0
1432,1
1433,4
1434,0
1435,2
1436,0
1437,4
1438,3
1439,2
1440,2
1441,4
1442,4
1443,4
1444,4
1445,3
1446,0
1447,4
1448,2
1449,4
1450,4
1451,0
1452,1
1453,0
1454,4
1455,0
1456,4
1457,2
1458,1
1459,1
1460,2
1461,0
1462,1
1463,3
1464,4
1465,0
1466,4
1467,2
1468,1
1469,1
1470,1
1471,0
1472,4
1473,3
1474,1
1475,0
1476,0
1477,4
1478,1
1479,1
1480,1
1481,1
1482,3
1483,1
1484,4
1485,3
1486,2
1487,4
1488,1
1489,4
1490,2
1491,1
1492,4
1493,3
1494,2
1495,2
1496,0
1497,4
1498,2
1499,4
1500,0
1501,1
1502,4
1503,1
1504,1
1505,2
1506,1
1507,2
1508,1
1509,4
1510,3
1511,0
1512,4
1513,3
1514,2
1515,2
1516,2
1517,0
1518,2
1519,3
1520,3
1521,3
1522,0
1523,4
1524,0
1525,3
1526,0
1527,4
1528,4
1529,4
1530,0
1531,4
1532,2
1533,0
1534,1
1535,4
1536,0
1537,4
1538,3
1539,1
1540,1
1541,2
1542,1
1543,1
1544,2
1545,3
1546,4
1547,3
1548,4
1549,3
1550,3
1551,0
1552,0
1553,4
1554,1
1555,1
1556,4
1557,4
1558,2
1559,4
1560,1
1561,3
1562,4
1563,0
1564,0
1565,0
1566,1
1567,0
1568,1
1569,3
1570,2
1571,3
1572,0
1573,0
1574,4
1575,4
1576,0
1577,0
1578,4
1579,0
1580,0
1581,0
1582,0
1583,0
1584,4
1585,0
1586,0
1587,4
1588,0
1589,2
1590,1
1591,3
1592,4
1593,0
1594,3
1595,4
1596,2
1597,4
1598,4
1599,2
1600,3
1601,0
1602,1
1603,2
1604,2
1605,1
1606,4
1607,1
1608,4
1609,4
1610,3
1611,0
1612,1
1613,4
1614,2
1615,4
1616,3
1617,1
1618,3
1619,3
1620,2
1621,3
1622,4
1623,1
1624,0
1625,2
1626,2
1627,2
1628,0
1629,0
1630,0
1631,0
1632,1
1633,0
1634,2
1635,1
1636,2
1637,3
1638,1
1639,4
1640,2
1641,2
1642,0
1643,2
1644,0
1645,2
1646,3
1647,0
1648,1
1649,0
1650,4
1651,3
1652,3
1653,1
1654,0
1655,2
1656,3
1657,4
1658,4
1659,0
1660,4
1661,2
1662,4
1663,2
1664,3
1665,4
1666,3
1667,0
1668,2
1669,4
1670,2
1671,2
1672,0
1673,1
1674,0
1675,3
1676,4
1677,3
1678,2
1679,4
1680,2
1681,4
1682,3
1683,1
1684,3
1685,3
1686,1
1687,1
1688,4
1689,2
1690,2
1691,0
1692,2
1693,2
1694,0
1695,3
1696,4
1697,4
1698,2
1699,2
1700,3
1701,3
1702,3
1703,3
1704,2
1705,1
1706,1
1707,3
1708,0
1709,3
1710,4
1711,0
1712,4
1713,4
1714,4
1715,0
1716,1
1717,1
1718,0
1719,0
1720,2
1721,0
1722,3
1723,3
1724,2
1725,4
1726,1
1727,2
1728,2
1729,0
1730,3
1731,4
1732,3
1733,4
1734,2
1735,2
1736,4
1737,1
1738,2
1739,3
1740,4
1741,2
1742,2
1743,3
1744,3
1745,3
1746,2
1747,2
1748,0
1749,0
1750,1
1751,1
1752,4
1753,4
1754,4
1755,3
1756,2
1757,3
1758,4
1759,4
1760,1
1761,2
1762,1
1763,3
1764,3
1765,1
1766,3
1767,0
1768,3
1769,4
1770,3
1771,3
1772,0
1773,1
1774,3
1775,4
1776,4
1777,1
1778,2
1779,1
1780,0
1781,2
1782,1
1783,3
1784,4
1785,0
1786,0
1787,3
1788,4
1789,3
1790,3
1791,0
1792,0
1793,1
1794,0
1795,1
1796,0
1797,4
1798,0
1799,0
1800,4
1801,0
1802,2
1803,0
1804,1
1805,2
1806,1
1807,4
1808,3
1809,1
1810,4
1811,4
1812,4
1813,4
1814,4
1815,4
1816,1
1817,3
1818,2
1819,4
1820,3
1821,1
1822,3
1823,3
1824,4
1825,1
1826,4
1827,4
1828,4
1829,3
1830,2
1831,3
1832,4
1833,3
1834,3
1835,2
1836,4
1837,2
1838,0
1839,2
1840,0
1841,4
1842,1
1843,2
1844,1
1845,3
1846,0
1847,1
1848,1
1849,4
1850,4
1851,2
1852,2
1853,4
1854,3
1855,3
1856,3
1857,0
1858,2
1859,2
1860,3
1861,3
1862,4
1863,4
1864,3
1865,0
1866,0
1867,2
1868,2
1869,1
1870,0
1871,3
1872,0
1873,4
1874,0
1875,4
1876,4
1877,4
1878,2
1879,3
1880,0
1881,0
1882,0
1883,3
1884,2
1885,1
1886,0
1887,1
1888,1
1889,4
1890,4
1891,0
1892,3
1893,2
1894,4
1895,4
1896,3
1897,0
1898,2
1899,3
1900,1
1901,4
1902,1
1903,4
1904,0
1905,1
1906,2
1907,1
1908,4
1909,4
1910,0
1911,2
1912,1
1913,1
1914,0
1915,0
1916,4
1917,1
1918,0
1919,1
1920,2
1921,2
1922,1
1923,1
1924,0
1925,1
1926,3
1927,0
1928,3
1929,3
1930,4
1931,0
1932,0
1933,2
1934,2
1935,4
1936,1
1937,0
1938,1
1939,2
1940,1
1941,1
1942,2
1943,0
1944,1
1945,2
1946,1
1947,4
1948,3
1949,0
1950,4
1951,1
1952,4
1953,4
1954,3
1955,0
1956,0
1957,0
1958,4
1959,4
1960,2
1961,3
1962,4
1963,0
1964,4
1965,1
1966,4
1967,0
1968,4
1969,0
1970,4
1971,1
1972,0
1973,1
1974,2
1975,0
1976,0
1977,0
1978,0
1979,3
1980,0
1981,0
1982,0
1983,0
1984,4
1985,0
1986,0
1987,0
1988,4
1989,4
1990,4
1991,4
1992,0
1993,1
1994,0
1995,4
1996,0
1997,0
1998,1
1999,1
2000,4
2001,0
2002,1
2003,0
2004,1
2005,0
2006,2
2007,1
2008,1
2009,0
2010,2
2011,1
2012,0
2013,0
2014,2
2015,4
2016,2
2017,0
2018,0
2019,0
2020,2
2021,2
2022,4
2023,4
2024,0
2025,4
2026,4
2027,2
2028,3
2029,0
2030,0
2031,3
2032,4
2033,4
2034,0
2035,2
2036,4
2037,0
2038,4
2039,1
2040,1
2041,0
2042,4
2043,2
2044,1
2045,2
2046,3
2047,0
2048,4
2049,0
2050,4
2051,4
2052,0
2053,4
2054,2
2055,0
2056,3
2057,0
2058,4
2059,1
2060,4
2061,0
2062,0
2063,4
2064,2
2065,2
2066,3
2067,4
2068,0
2069,0
2070,3
2071,0
2072,1
2073,0
2074,2
2075,1
2076,0
2077,4
2078,0
2079,4
2080,3
2081,1
2082,0
2083,0
2084,0
2085,3
2086,4
2087,0
2088,0
2089,2
2090,0
2091,0
2092,4
2093,0
2094,4
2095,4
2096,0
2097,4
2098,1
2099,3
2100,0
2101,0
2102,0
2103,2
2104,4
2105,1
2106,1
2107,0
2108,3
2109,0
2110,3
2111,2
2112,1
2113,4
2114,0
2115,0
2116,4
2117,1
2118,3
2119,0
2120,4
2121,4
2122,4
2123,2
2124,1
2125,3
2126,1
2127,3
2128,4
2129,0
2130,0
2131,2
2132,0
2133,0
2134,0
2135,0
2136,4
2137,4
2138,3
2139,0
2140,0
2141,0
2142,2
2143,2
2144,1
2145,0
2146,1
2147,2
2148,0
2149,0
2150,2
2151,2
2152,1
2153,0
2154,0
2155,2
2156,1
2157,0
2158,2
2159,4
2160,3
2161,0
2162,4
2163,0
2164,1
2165,0
2166,1
2167,2
2168,4
2169,1
2170,1
2171,2
2172,3
2173,3
2174,4
2175,1
2176,1
2177,3
2178,4
2179,4
2180,0
2181,3
2182,0
2183,1
2184,0
2185,0
2186,1
2187,1
2188,0
2189,0
2190,1
2191,4
2192,2
2193,3
2194,4
2195,1
2196,1
2197,1
2198,2
2199,2
2200,2
2201,1
2202,2
2203,0
2204,4
2205,2
2206,0
2207,2
2208,4
2209,0
2210,1
2211,3
2212,1
2213,4
2214,3
2215,4
2216,0
2217,0
2218,0
2219,3
2220,2
2221,2
2222,4
2223,1
2224,0
2225,1
2226,2
2227,1
2228,4
2229,2
2230,2
2231,1
2232,2
2233,2
2234,1
2235,0
2236,2
2237,1
2238,2
2239,3
2240,3
2241,0
2242,4
2243,2
2244,2
2245,2
2246,2
2247,2
2248,4
2249,2
2250,4
2251,2
2252,0
2253,0
2254,1
2255,1
2256,2
2257,2
2258,2
2259,0
2260,1
2261,1
2262,1
2263,3
2264,1
2265,2
2266,4
2267,0
2268,2
2269,1
2270,1
2271,4
2272,3
2273,0
2274,2
2275,3
2276,4
2277,1
2278,4
2279,1
2280,4
2281,4
2282,0
2283,1
2284,3
2285,1
2286,3
2287,1
2288,2
2289,1
2290,0
2291,4
2292,0
2293,3
2294,4
2295,1
2296,4
2297,1
2298,4
2299,4
2300,1
2301,0
2302,0
2303,1
2304,2
2305,2
2306,4
2307,2
2308,0
2309,1
2310,1
2311,3
2312,2
2313,4
2314,1
2315,1
2316,3
2317,3
2318,0
2319,4
2320,0
2321,3
2322,2
2323,4
2324,2
2325,4
2326,1
2327,4
2328,0
2329,1
2330,1
2331,1
2332,0
2333,3
2334,1
2335,3
2336,1
2337,0
2338,3
2339,3
2340,1
2341,4
2342,3
2343,2
2344,4
2345,3
2346,4
2347,0
2348,1
2349,1
2350,3
2351,4
2352,4
2353,3
2354,4
2355,2
2356,4
2357,2
2358,2
2359,1
2360,3
2361,3
2362,2
2363,4
2364,4
2365,4
2366,4
2367,1
2368,4
2369,3
2370,4
2371,1
2372,1
2373,2
2374,4
2375,4
2376,3
2377,4
2378,1
2379,4
2380,0
2381,4
2382,3
2383,4
2384,0
2385,4
2386,0
2387,4
2388,0
2389,4
2390,1
2391,0
2392,2
2393,0
2394,0
2395,4
2396,1
2397,1
2398,1
2399,1
2400,3
2401,3
2402,1
2403,3
2404,3
2405,2
2406,3
2407,2
2408,1
2409,0
2410,4
2411,0
2412,1
2413,0
2414,0
2415,3
2416,1
2417,1
2418,1
2419,2
2420,3
2421,4
2422,4
2423,2
2424,3
2425,2
2426,2
2427,1
2428,1
2429,2
2430,0
2431,2
2432,4
2433,1
2434,4
2435,0
2436,2
2437,4
2438,0
2439,3
2440,3
2441,2
2442,0
2443,1
2444,0
2445,0
2446,2
2447,2
2448,3
2449,1
2450,0
2451,2
2452,1
2453,2
2454,2
2455,3
2456,0
2457,2
2458,4
2459,0
2460,4
2461,0
2462,2
2463,3
2464,0
2465,0
2466,0
2467,3
2468,1
2469,1
2470,1
2471,2
2472,0
2473,4
2474,4
2475,3
2476,3
2477,3
2478,4
2479,3
2480,4
2481,2
2482,1
2483,3
2484,1
2485,1
2486,1
2487,0
2488,1
2489,3
2490,2
2491,4
2492,4
2493,2
2494,2
2495,0
2496,0
2497,1
2498,0
2499,3
2500,4
2501,1
2502,4
2503,2
2504,0
2505,1
2506,1
2507,2
2508,0
2509,4
2510,4
2511,4
2512,3
2513,0
2514,1
2515,1
2516,3
2517,1
2518,4
2519,4
2520,3
2521,1
2522,2
2523,4
2524,0
2525,4
2526,0
2527,0
2528,4
2529,1
2530,3
2531,2
2532,4
2533,0
2534,0
2535,4
2536,3
2537,0
2538,2
2539,4
2540,0
2541,0
2542,0
2543,0
2544,4
2545,2
2546,1
2547,3
2548,1
2549,0
2550,0
2551,1
2552,0
2553,4
2554,0
2555,0
2556,4
2557,0
2558,2
2559,1
2560,4
2561,0
2562,4
2563,2
2564,0
2565,0
2566,4
2567,2
2568,1
2569,1
2570,2
2571,1
2572,0
2573,1
2574,1
2575,2
2576,0
2577,3
2578,2
2579,1
2580,2
2581,0
2582,2
2583,0
2584,0
2585,3
2586,1
2587,0
2588,0
2589,4
2590,4
2591,2
2592,4
2593,4
2594,2
2595,3
2596,3
2597,2
2598,4
2599,1
2600,4
2601,2
2602,4
2603,0
2604,3
2605,0
2606,0
2607,1
2608,1
2609,2
2610,2
2611,2
2612,3
2613,0
2614,2
2615,1
2616,0
2617,1
2618,0
2619,1
2620,4
2621,2
2622,4
2623,1
2624,0
2625,1
2626,4
2627,1
2628,1
2629,0
2630,3
2631,2
2632,1
2633,4
2634,0
2635,0
2636,0
2637,4
2638,1
2639,4
2640,0
2641,0
2642,2
2643,0
2644,4
2645,1
2646,3
2647,0
2648,4
2649,3
2650,2
2651,4
2652,2
2653,4
2654,4
2655,1
2656,3
2657,1
2658,4
2659,4
2660,0
2661,4
2662,0
2663,2
2664,0
2665,0
2666,0
2667,0
2668,0
2669,0
2670,0
2671,3
2672,0
2673,0
2674,0
2675,0
2676,2
2677,0
2678,2
2679,0
2680,0
2681,0
2682,1
2683,0
2684,0
2685,0
2686,4
2687,0
2688,2
2689,2
2690,0
2691,0
2692,1
2693,0
2694,0
2695,0
2696,4
2697,2
2698,1
2699,3
2700,2
2701,0
2702,0
2703,3
2704,3
2705,3
2706,2
2707,2
2708,0
2709,2
2710,0
2711,0
2712,4
2713,3
2714,0
2715,2
2716,0
2717,0
2718,0
2719,2
2720,1
2721,1
2722,2
2723,0
2724,2
2725,4
2726,1
2727,2
2728,2
2729,0
2730,3
2731,0
2732,0
2733,4
2734,0
2735,1
2736,0
2737,1
2738,0
2739,4
2740,2
2741,1
2742,0
2743,4
2744,2
2745,4
2746,3
2747,0
2748,4
2749,4
2750,3
2751,4
2752,2
2753,4
2754,4
2755,0
2756,4
2757,4
2758,3
2759,2
2760,0
2761,2
2762,3
2763,1
2764,1
2765,0
2766,0
2767,0
2768,3
2769,2
2770,0
2771,4
2772,3
2773,4
2774,3
2775,0
2776,4
2777,4
2778,0
2779,2
2780,2
2781,4
2782,2
2783,4
2784,0
2785,4
2786,0
2787,0
2788,3
2789,3
2790,1
2791,1
2792,1
2793,0
2794,4
2795,2
2796,0
2797,0
2798,2
2799,3
2800,0
2801,1
2802,4
2803,3
2804,0
2805,1
2806,0
2807,0
2808,0
2809,4
2810,3
2811,3
2812,0
2813,0
2814,0
2815,3
2816,3
2817,4
2818,1
2819,0
2820,2
2821,2
2822,3
2823,1
2824,0
2825,1
2826,4
2827,3
2828,4
2829,0
2830,4
2831,4
2832,3
2833,0
2834,4
2835,3
2836,3
2837,3
2838,2
2839,2
2840,0
2841,4
2842,0
2843,0
2844,0
2845,4
2846,1
2847,0
2848,0
2849,0
2850,4
2851,2
2852,3
2853,0
2854,1
2855,0
2856,4
2857,4
2858,3
2859,0
2860,0
2861,2
2862,2
2863,1
2864,4
2865,4
2866,3
2867,2
2868,3
2869,2
2870,1
2871,1
2872,0
2873,1
2874,1
2875,4
2876,4
2877,3
2878,3
2879,4
2880,4
2881,1
2882,3
2883,4
2884,3
2885,4
2886,4
2887,0
2888,4
2889,3
2890,1
2891,0
2892,2
2893,4
2894,2
2895,3
2896,0
2897,1
2898,4
2899,2
2900,1
2901,0
2902,0
2903,0
2904,1
2905,1
2906,4
2907,2
2908,3
2909,2
2910,4
2911,4
2912,2
2913,2
2914,3
2915,0
2916,4
2917,0
2918,2
2919,2
2920,2
2921,4
2922,1
2923,3
2924,0
2925,3
2926,3
2927,4
2928,0
2929,1
2930,1
2931,2
2932,4
2933,2
2934,2
2935,2
2936,2
2937,1
2938,1
2939,0
2940,4
2941,4
2942,0
2943,0
2944,1
2945,4
2946,1
2947,1
2948,0
2949,2
2950,0
2951,3
2952,1
2953,1
2954,4
2955,2
2956,0
2957,0
2958,0
2959,0
2960,2
2961,0
2962,2
2963,4
2964,2
2965,0
2966,0
2967,1
2968,2
2969,0
2970,1
2971,3
2972,2
2973,3
2974,2
2975,1
2976,3
2977,2
2978,1
2979,3
2980,4
2981,2
2982,3
2983,2
2984,3
2985,1
2986,0
2987,1
2988,4
2989,2
2990,0
2991,4
2992,0
2993,0
2994,3
2995,2
2996,4
2997,4
